City,State,Direction,Latitude,Longitude,Problem,Count
Punjab - City7,Punjab,North,30.677442,75.034383,Tree Fallen,2
Punjab - City7,Punjab,North,30.680745,75.032025,Road Blockage,5
Punjab - City7,Punjab,North,30.68167,75.042935,Debris,4
Punjab - City7,Punjab,North,30.669154,75.049402,Tree Fallen,1
Punjab - City7,Punjab,North,30.676891,75.042872,Debris,1
Punjab - City7,Punjab,North,30.679372,75.034909,Pothole,5
Punjab - City7,Punjab,North,30.66774,75.046634,Accident,5
Punjab - City7,Punjab,North,30.667955,75.047432,Road Blockage,2
Punjab - City7,Punjab,North,30.679409,75.041958,Flooded Road,2
Punjab - City7,Punjab,North,30.683387,75.040842,Pothole,1
Haryana - City1,Haryana,North,29.211905,76.121057,Debris,3
Haryana - City1,Haryana,North,29.214484,76.1253,Road Blockage,1
Haryana - City1,Haryana,North,29.202169,76.121589,Oil Spill,5
Haryana - City1,Haryana,North,29.200957,76.121812,Tree Fallen,3
Haryana - City1,Haryana,North,29.208949,76.122722,Accident,5
Haryana - City1,Haryana,North,29.199551,76.136206,Flooded Road,4
Haryana - City1,Haryana,North,29.211551,76.121164,Tree Fallen,4
Haryana - City1,Haryana,North,29.207209,76.1227,Tree Fallen,1
Haryana - City1,Haryana,North,29.216669,76.126983,Pothole,1
Haryana - City1,Haryana,North,29.201208,76.133027,Road Blockage,4
Haryana - City1,Haryana,North,29.218577,76.131152,Tree Fallen,5
Haryana - City1,Haryana,North,29.210793,76.122525,Stalled Vehicle,5
Haryana - City1,Haryana,North,29.213101,76.124841,Tree Fallen,2
Haryana - City1,Haryana,North,29.20696,76.137089,Oil Spill,4
Haryana - City1,Haryana,North,29.213276,76.126792,Road Blockage,3
Haryana - City1,Haryana,North,29.20617,76.123594,Tree Fallen,1
Haryana - City1,Haryana,North,29.200508,76.122248,Oil Spill,1
Haryana - City1,Haryana,North,29.213576,76.127994,Pothole,5
Haryana - City1,Haryana,North,29.199884,76.139673,Road Blockage,1
Haryana - City1,Haryana,North,29.2069,76.138013,Oil Spill,1
Haryana - City1,Haryana,North,29.218052,76.132549,Road Blockage,1
Haryana - City1,Haryana,North,29.210242,76.124796,Tree Fallen,2
Haryana - City1,Haryana,North,29.215629,76.127543,Road Blockage,1
Haryana - City1,Haryana,North,29.213936,76.132023,Oil Spill,5
Haryana - City1,Haryana,North,29.218175,76.13691,Debris,5
Haryana - City1,Haryana,North,29.217266,76.13713,Flooded Road,1
Haryana - City1,Haryana,North,29.202292,76.134595,Flooded Road,3
Haryana - City2,Haryana,North,28.776261,76.168494,Pothole,5
Haryana - City2,Haryana,North,28.782388,76.166258,Debris,1
Haryana - City2,Haryana,North,28.784163,76.169169,Oil Spill,4
Haryana - City2,Haryana,North,28.776059,76.172267,Road Blockage,5
Haryana - City2,Haryana,North,28.781165,76.182533,Pothole,2
Haryana - City2,Haryana,North,28.78433,76.165861,Stalled Vehicle,3
Haryana - City2,Haryana,North,28.778103,76.173346,Tree Fallen,4
Haryana - City2,Haryana,North,28.774704,76.179965,Stalled Vehicle,3
Haryana - City2,Haryana,North,28.777839,76.170531,Tree Fallen,5
Haryana - City2,Haryana,North,28.782584,76.165774,Oil Spill,5
Haryana - City2,Haryana,North,28.770337,76.168954,Accident,2
Haryana - City2,Haryana,North,28.784524,76.170655,Stalled Vehicle,1
Haryana - City2,Haryana,North,28.779189,76.173479,Pothole,4
Haryana - City2,Haryana,North,28.779893,76.169468,Road Blockage,1
Haryana - City2,Haryana,North,28.777182,76.179707,Oil Spill,1
Haryana - City2,Haryana,North,28.778436,76.166423,Road Blockage,5
Haryana - City2,Haryana,North,28.777827,76.172954,Oil Spill,3
Haryana - City2,Haryana,North,28.771544,76.165283,Road Blockage,2
Haryana - City2,Haryana,North,28.785267,76.177229,Road Blockage,1
Haryana - City2,Haryana,North,28.777975,76.166983,Oil Spill,5
Haryana - City2,Haryana,North,28.77725,76.166439,Flooded Road,3
Haryana - City2,Haryana,North,28.773672,76.180448,Stalled Vehicle,5
Haryana - City2,Haryana,North,28.781905,76.175478,Accident,3
Haryana - City2,Haryana,North,28.776263,76.18403,Pothole,2
Haryana - City2,Haryana,North,28.771297,76.169985,Pothole,5
Haryana - City2,Haryana,North,28.772298,76.180049,Stalled Vehicle,2
Haryana - City2,Haryana,North,28.788267,76.177425,Tree Fallen,5
Haryana - City3,Haryana,North,29.373428,75.591077,Road Blockage,3
Haryana - City3,Haryana,North,29.361249,75.583465,Tree Fallen,3
Haryana - City3,Haryana,North,29.374157,75.593927,Road Blockage,5
Haryana - City3,Haryana,North,29.359714,75.591334,Debris,1
Haryana - City3,Haryana,North,29.365605,75.587841,Stalled Vehicle,5
Haryana - City3,Haryana,North,29.370112,75.589789,Debris,4
Haryana - City3,Haryana,North,29.376411,75.593532,Accident,3
Haryana - City3,Haryana,North,29.37033,75.592126,Debris,4
Haryana - City3,Haryana,North,29.3603,75.600082,Road Blockage,1
Haryana - City3,Haryana,North,29.368321,75.58555,Accident,4
Haryana - City3,Haryana,North,29.37805,75.59258,Pothole,3
Haryana - City3,Haryana,North,29.365687,75.587757,Oil Spill,3
Haryana - City3,Haryana,North,29.371808,75.583146,Road Blockage,1
Haryana - City3,Haryana,North,29.364824,75.593258,Oil Spill,3
Haryana - City3,Haryana,North,29.36327,75.59913,Pothole,3
Haryana - City3,Haryana,North,29.35986,75.595371,Road Blockage,3
Haryana - City3,Haryana,North,29.377584,75.596069,Oil Spill,2
Haryana - City3,Haryana,North,29.370131,75.600859,Flooded Road,5
Haryana - City3,Haryana,North,29.365764,75.597932,Pothole,5
Haryana - City3,Haryana,North,29.360099,75.595508,Road Blockage,1
Haryana - City3,Haryana,North,29.365482,75.585704,Accident,3
Haryana - City3,Haryana,North,29.377183,75.591824,Accident,2
Haryana - City3,Haryana,North,29.361329,75.588015,Stalled Vehicle,5
Haryana - City3,Haryana,North,29.373647,75.598801,Debris,3
Haryana - City3,Haryana,North,29.375758,75.59446,Oil Spill,2
Haryana - City3,Haryana,North,29.361475,75.598726,Pothole,4
Haryana - City3,Haryana,North,29.359104,75.589385,Accident,4
Haryana - City4,Haryana,North,29.366831,76.288787,Tree Fallen,2
Haryana - City4,Haryana,North,29.365299,76.279928,Tree Fallen,2
Haryana - City4,Haryana,North,29.361976,76.292682,Tree Fallen,4
Haryana - City4,Haryana,North,29.370008,76.289301,Oil Spill,2
Haryana - City4,Haryana,North,29.370957,76.289764,Pothole,3
Haryana - City4,Haryana,North,29.355663,76.283351,Road Blockage,5
Haryana - City4,Haryana,North,29.373305,76.287967,Stalled Vehicle,3
Haryana - City4,Haryana,North,29.356297,76.276945,Tree Fallen,5
Haryana - City4,Haryana,North,29.357566,76.282488,Accident,4
Haryana - City4,Haryana,North,29.372312,76.292348,Oil Spill,1
Haryana - City4,Haryana,North,29.362548,76.281218,Oil Spill,1
Haryana - City4,Haryana,North,29.362117,76.274303,Stalled Vehicle,3
Haryana - City4,Haryana,North,29.370447,76.276491,Flooded Road,4
Haryana - City4,Haryana,North,29.36854,76.276515,Tree Fallen,4
Haryana - City4,Haryana,North,29.366926,76.291856,Debris,3
Haryana - City4,Haryana,North,29.358932,76.276729,Oil Spill,1
Haryana - City4,Haryana,North,29.370142,76.278492,Stalled Vehicle,1
Haryana - City4,Haryana,North,29.359388,76.286518,Tree Fallen,1
Haryana - City4,Haryana,North,29.356836,76.291842,Debris,5
Haryana - City4,Haryana,North,29.36612,76.28811,Flooded Road,4
Haryana - City4,Haryana,North,29.35465,76.280795,Oil Spill,2
Haryana - City4,Haryana,North,29.367906,76.275451,Road Blockage,1
Haryana - City4,Haryana,North,29.373687,76.284621,Debris,4
Haryana - City4,Haryana,North,29.372086,76.27461,Oil Spill,3
Haryana - City4,Haryana,North,29.359692,76.274064,Stalled Vehicle,3
Haryana - City4,Haryana,North,29.359442,76.286881,Stalled Vehicle,5
Haryana - City4,Haryana,North,29.369323,76.280389,Debris,3
Haryana - City5,Haryana,North,28.899971,75.747349,Pothole,4
Haryana - City5,Haryana,North,28.908667,75.74065,Pothole,2
Haryana - City5,Haryana,North,28.890313,75.746603,Tree Fallen,1
Haryana - City5,Haryana,North,28.89492,75.731955,Accident,1
Haryana - City5,Haryana,North,28.895363,75.737281,Oil Spill,5
Haryana - City5,Haryana,North,28.898519,75.731811,Accident,3
Haryana - City5,Haryana,North,28.89619,75.746696,Road Blockage,3
Haryana - City5,Haryana,North,28.891541,75.738439,Oil Spill,4
Haryana - City5,Haryana,North,28.906944,75.738812,Pothole,4
Haryana - City5,Haryana,North,28.902892,75.738426,Flooded Road,1
Haryana - City5,Haryana,North,28.903593,75.732658,Pothole,5
Haryana - City5,Haryana,North,28.894926,75.733131,Road Blockage,3
Haryana - City5,Haryana,North,28.895181,75.743131,Oil Spill,2
Haryana - City5,Haryana,North,28.902846,75.73811,Debris,3
Haryana - City5,Haryana,North,28.901348,75.739778,Debris,1
Haryana - City5,Haryana,North,28.902475,75.739203,Pothole,1
Haryana - City5,Haryana,North,28.891907,75.74323,Tree Fallen,1
Haryana - City5,Haryana,North,28.891576,75.735799,Road Blockage,3
Haryana - City5,Haryana,North,28.896708,75.742424,Pothole,4
Haryana - City5,Haryana,North,28.908027,75.738519,Stalled Vehicle,5
Haryana - City5,Haryana,North,28.891805,75.738418,Road Blockage,3
Haryana - City5,Haryana,North,28.894043,75.733348,Pothole,4
Haryana - City5,Haryana,North,28.899406,75.74935,Stalled Vehicle,3
Haryana - City5,Haryana,North,28.90455,75.74516,Accident,5
Haryana - City5,Haryana,North,28.894763,75.749409,Tree Fallen,2
Haryana - City5,Haryana,North,28.891504,75.748136,Tree Fallen,2
Haryana - City5,Haryana,North,28.907025,75.739981,Stalled Vehicle,3
Haryana - City6,Haryana,North,29.51937,75.926386,Flooded Road,3
Haryana - City6,Haryana,North,29.52304,75.926431,Pothole,3
Haryana - City6,Haryana,North,29.516188,75.914622,Accident,2
Haryana - City6,Haryana,North,29.510748,75.922075,Road Blockage,5
Haryana - City6,Haryana,North,29.517459,75.921543,Pothole,5
Haryana - City6,Haryana,North,29.523698,75.91351,Oil Spill,4
Haryana - City6,Haryana,North,29.516527,75.927578,Stalled Vehicle,2
Haryana - City6,Haryana,North,29.525461,75.925042,Tree Fallen,4
Haryana - City6,Haryana,North,29.519615,75.919085,Pothole,2
Haryana - City6,Haryana,North,29.514665,75.930409,Debris,1
Haryana - City6,Haryana,North,29.516375,75.918277,Pothole,3
Haryana - City6,Haryana,North,29.524708,75.916704,Flooded Road,1
Haryana - City6,Haryana,North,29.511025,75.924896,Flooded Road,2
Haryana - City6,Haryana,North,29.518513,75.924484,Stalled Vehicle,5
Haryana - City6,Haryana,North,29.518833,75.924031,Pothole,2
Haryana - City6,Haryana,North,29.519188,75.926608,Road Blockage,5
Haryana - City6,Haryana,North,29.506837,75.929471,Stalled Vehicle,1
Haryana - City6,Haryana,North,29.524984,75.927615,Flooded Road,2
Haryana - City6,Haryana,North,29.521352,75.920527,Debris,4
Haryana - City6,Haryana,North,29.523793,75.923107,Flooded Road,4
Haryana - City6,Haryana,North,29.510911,75.928342,Oil Spill,3
Haryana - City6,Haryana,North,29.515084,75.925967,Pothole,4
Haryana - City6,Haryana,North,29.514325,75.921484,Road Blockage,5
Haryana - City6,Haryana,North,29.508886,75.929425,Road Blockage,3
Haryana - City6,Haryana,North,29.52552,75.91481,Road Blockage,5
Haryana - City6,Haryana,North,29.517246,75.918577,Tree Fallen,1
Haryana - City6,Haryana,North,29.511362,75.917153,Stalled Vehicle,1
Haryana - City7,Haryana,North,28.64735,75.679999,Oil Spill,2
Haryana - City7,Haryana,North,28.6608,75.690362,Road Blockage,5
Haryana - City7,Haryana,North,28.655969,75.676113,Pothole,4
Haryana - City7,Haryana,North,28.661465,75.681652,Flooded Road,4
Haryana - City7,Haryana,North,28.64201,75.691221,Tree Fallen,2
Haryana - City7,Haryana,North,28.645849,75.679374,Debris,3
Haryana - City7,Haryana,North,28.651444,75.689963,Tree Fallen,3
Haryana - City7,Haryana,North,28.65228,75.689259,Oil Spill,2
Haryana - City7,Haryana,North,28.659195,75.686866,Oil Spill,3
Haryana - City7,Haryana,North,28.642451,75.673339,Accident,3
Haryana - City7,Haryana,North,28.65261,75.673787,Tree Fallen,5
Haryana - City7,Haryana,North,28.64714,75.692098,Stalled Vehicle,2
Haryana - City7,Haryana,North,28.661048,75.680194,Road Blockage,5
Haryana - City7,Haryana,North,28.660325,75.687415,Accident,5
Haryana - City7,Haryana,North,28.651728,75.682318,Debris,1
Haryana - City7,Haryana,North,28.644287,75.678977,Tree Fallen,5
Haryana - City7,Haryana,North,28.650686,75.684441,Pothole,3
Haryana - City7,Haryana,North,28.660173,75.678687,Oil Spill,5
Haryana - City7,Haryana,North,28.656332,75.678301,Road Blockage,5
Haryana - City7,Haryana,North,28.658112,75.682963,Flooded Road,4
Haryana - City7,Haryana,North,28.657861,75.679683,Stalled Vehicle,4
Haryana - City7,Haryana,North,28.65322,75.688251,Debris,5
Haryana - City7,Haryana,North,28.651038,75.691657,Accident,1
Haryana - City7,Haryana,North,28.653216,75.675726,Oil Spill,2
Haryana - City7,Haryana,North,28.657979,75.67716,Stalled Vehicle,2
Haryana - City7,Haryana,North,28.641925,75.67859,Pothole,4
Haryana - City7,Haryana,North,28.655356,75.680524,Tree Fallen,1
Delhi - City1,Delhi,North,28.96551,77.3131,Road Blockage,4
Delhi - City1,Delhi,North,28.961904,77.309001,Pothole,4
Delhi - City1,Delhi,North,28.969636,77.309573,Road Blockage,3
Delhi - City1,Delhi,North,28.963596,77.306571,Accident,3
Delhi - City1,Delhi,North,28.962556,77.307223,Flooded Road,3
Delhi - City1,Delhi,North,28.965492,77.316531,Tree Fallen,3
Delhi - City1,Delhi,North,28.96099,77.313936,Flooded Road,3
Delhi - City1,Delhi,North,28.953831,77.316258,Oil Spill,4
Delhi - City1,Delhi,North,28.967762,77.321818,Pothole,3
Delhi - City1,Delhi,North,28.952235,77.321832,Stalled Vehicle,3
Delhi - City1,Delhi,North,28.969874,77.315845,Tree Fallen,2
Delhi - City1,Delhi,North,28.955435,77.313498,Flooded Road,2
Delhi - City1,Delhi,North,28.953579,77.317544,Accident,2
Delhi - City1,Delhi,North,28.952409,77.32083,Accident,2
Delhi - City1,Delhi,North,28.952444,77.310992,Tree Fallen,1
Delhi - City1,Delhi,North,28.965018,77.305475,Pothole,4
Delhi - City1,Delhi,North,28.964452,77.320339,Tree Fallen,4
Delhi - City1,Delhi,North,28.964405,77.317844,Flooded Road,3
Delhi - City1,Delhi,North,28.957102,77.303909,Stalled Vehicle,5
Delhi - City1,Delhi,North,28.956038,77.3175,Debris,2
Delhi - City1,Delhi,North,28.959752,77.319478,Debris,4
Delhi - City1,Delhi,North,28.967153,77.306452,Flooded Road,1
Delhi - City1,Delhi,North,28.951579,77.314085,Stalled Vehicle,3
Delhi - City1,Delhi,North,28.957085,77.322508,Tree Fallen,2
Delhi - City1,Delhi,North,28.968415,77.312086,Accident,1
Delhi - City1,Delhi,North,28.958008,77.317348,Flooded Road,2
Delhi - City1,Delhi,North,28.951676,77.309468,Flooded Road,5
Delhi - City2,Delhi,North,28.924516,77.432595,Oil Spill,4
Delhi - City2,Delhi,North,28.921334,77.430467,Stalled Vehicle,2
Delhi - City2,Delhi,North,28.930662,77.438281,Accident,1
Delhi - City2,Delhi,North,28.916244,77.433442,Flooded Road,3
Delhi - City2,Delhi,North,28.917067,77.44319,Debris,3
Delhi - City2,Delhi,North,28.924102,77.442587,Debris,1
Delhi - City2,Delhi,North,28.920336,77.431926,Flooded Road,1
Delhi - City2,Delhi,North,28.923802,77.447545,Road Blockage,5
Delhi - City2,Delhi,North,28.915445,77.447879,Tree Fallen,2
Delhi - City2,Delhi,North,28.920128,77.448509,Road Blockage,4
